ind.name,reads,vcfname,loci,box.and.sample.number,unique.identifier,TortoiseNumber,Location,Site,most.recent.capture,oldest.capture,age.according.to.recaps,oldest.estimate.capture,true.age,true.age.days,birthday,lat,long,Site.fixed,dummypop,Site.fixed.simplified,notes
GOPH148,3701506,GOPH148001,52473,2.61_P09,Perdido__9,9,Perdido,NA,4/24/15,4/24/15,0,16,16,5840,4/28/99,30.63717,-87.42546,Perdido,dummy,Perdido,
GOPH149,3939540,GOPH149001,55639,2.62_P10,Perdido__10,10,Perdido,NA,4/25/15,4/25/15,0,>35,35,12775,5/3/80,30.64258,-87.43784,Perdido,dummy,Perdido,
GOPH150,2986769,GOPH150001,32621,2.63_P03,Perdido__3,3,Perdido,NA,4/22/15,4/22/15,0,20,20,7300,4/27/95,30.64196,-87.43777,Perdido,dummy,Perdido,
GOPH151,2688210,GOPH151001,29820,2.64_P12,Perdido__12,12,Perdido,NA,4/26/15,4/26/15,0,2,2,730,4/26/13,30.64223,-87.43802,Perdido,dummy,Perdido,
GOPH152,3444493,GOPH152001,40139,2.65_P06,Perdido__6,6,Perdido,NA,4/23/15,4/23/15,0,>23,23,8395,4/28/92,30.63583,-87.43668,Perdido,dummy,Perdido,
GOPH153,3359495,GOPH153001,42496,2.66_P04,Perdido__4,4,Perdido,NA,4/23/15,4/23/15,0,6,6,2190,4/24/09,30.64196,-87.43777,Perdido,dummy,Perdido,
GOPH154,3618949,GOPH154001,48698,2.67_P11,Perdido__11,11,Perdido,NA,NA,NA,NA,NA,NA,NA,NA,30.64219,-87.43793,Perdido,dummy,Perdido,
GOPH155,3018929,GOPH155001,34066,2.68_R18,Rayonier__18,18,Rayonier,NA,9/5/15,9/5/15,0,25,25,9125,9/11/90,31.12539,-86.21203,Rayonier,dummy,Rayonier,
GOPH156,4227452,GOPH156001,54769,2.69_R12,Rayonier__12,12,Rayonier,NA,9/2/15,9/2/15,0,2,2,730,9/2/13,31.12699,-86.26037,Rayonier,dummy,Rayonier,
GOPH157,3769348,GOPH157001,53749,2.7_R20,Rayonier__20,20,Rayonier,NA,9/5/15,9/5/15,0,old,20,7300,9/10/95,31.17936,-86.20637,Rayonier,dummy,Rayonier,
GOPH158,4110672,GOPH158001,57016,2.71_R31,Rayonier__31,31,Rayonier,NA,9/10/15,9/10/15,0,NA,0,0,9/10/15,31.09733,-86.2534,Rayonier,dummy,Rayonier,
GOPH159,3551433,GOPH159001,49065,2.72_R15,Rayonier__15,15,Rayonier,NA,9/4/15,9/4/15,0,15,15,5475,9/7/00,31.13876,-86.21756,Rayonier,dummy,Rayonier,
GOPH160,4066505,GOPH160001,46686,2.73_R16,Rayonier__16,16,Rayonier,NA,9/4/15,9/4/15,0,>26,26,9490,9/10/89,31.138646,-86.217699,Rayonier,dummy,Rayonier,
GOPH161,3855099,GOPH161001,52702,2.74_R29,Rayonier__29,29,Rayonier,NA,9/9/15,9/9/15,0,18,18,6570,9/13/97,31.12647,-86.20962,Rayonier,dummy,Rayonier,
GOPH162,3525571,GOPH162001,43228,2.75_R28,Rayonier__28,28,Rayonier,NA,9/9/15,9/9/15,0,5,5,1825,9/10/10,31.10446,-86.23769,Rayonier,dummy,Rayonier,
GOPH163,3084073,GOPH163001,37627,2.76_R17,Rayonier__17,17,Rayonier,NA,9/4/15,9/4/15,0,12,12,4380,9/7/03,31.14094,-86.24317,Rayonier,dummy,Rayonier,
GOPH164,3637776,GOPH164001,52299,2.77_R24,Rayonier__24,24,Rayonier,NA,9/7/15,9/7/15,0,>24,24,8760,9/13/91,31.13355,-86.20746,Rayonier,dummy,Rayonier,
GOPH165,3769788,GOPH165001,49829,2.78_R23,Rayonier__23,23,Rayonier,NA,9/6/15,9/6/15,0,old,20,7300,9/11/95,31.14008,-86.21398,Rayonier,dummy,Rayonier,
GOPH166,3602773,GOPH166001,46764,2.79_R13,Rayonier__13,13,Rayonier,NA,9/3/15,9/3/15,0,24,24,8760,9/9/91,31.14927,-86.2089,Rayonier,dummy,Rayonier,
GOPH167,3634279,GOPH167001,47741,2.8_R22,Rayonier__22,22,Rayonier,NA,9/5/15,9/5/15,0,old,20,7300,9/10/95,31.13584,-86.24411,Rayonier,dummy,Rayonier,
GOPH168,3466929,GOPH168001,37833,2.81_R14,Rayonier__14,14,Rayonier,NA,9/4/15,9/4/15,0,old,20,7300,9/9/95,31.13362,-86.2073,Rayonier,dummy,Rayonier,
GOPH169,3644815,GOPH169001,49516,2.82_R21,Rayonier__21,21,Rayonier,NA,9/5/15,9/5/15,0,7,7,2555,9/6/08,31.14856,-86.20831,Rayonier,dummy,Rayonier,
GOPH170,3371531,GOPH170001,44497,2.83_R30,Rayonier__30,30,Rayonier,NA,9/10/15,9/10/15,0,old,20,7300,9/15/95,31.10557,-86.2321,Rayonier,dummy,Rayonier,
GOPH171,3961673,GOPH171001,54645,2.84_R26,Rayonier__26,26,Rayonier,NA,9/9/15,9/9/15,0,4,4,1460,9/10/11,31.12689,-86.21068,Rayonier,dummy,Rayonier,
GOPH172,4670393,GOPH172001,68706,2.85_R19,Rayonier__19,19,Rayonier,NA,9/5/15,9/5/15,0,2,2,730,9/5/13,31.13361,-86.20736,Rayonier,dummy,Rayonier,
GOPH173,4217090,GOPH173001,61318,2.86_R32,Rayonier__32,32,Rayonier,NA,9/10/15,9/10/15,0,old,20,7300,9/15/95,31.12632,-86.21046,Rayonier,dummy,Rayonier,
GOPH174,3436218,GOPH174001,42651,2.87_R05,Rayonier__5,5,Rayonier,NA,9/9/15,5/10/15,0.334017796,old,20,7300,9/14/95,31.14827,-86.20924,Rayonier,dummy,Rayonier,
GOPH175,3878966,GOPH175001,53977,2.88_R25,Rayonier__25,25,Rayonier,NA,9/7/15,9/7/15,0,17,17,6205,9/11/98,31.12536,-86.21971,Rayonier,dummy,Rayonier,
GOPH176,4136502,GOPH176001,56012,2.89_R27,Rayonier__27,27,Rayonier,NA,9/9/15,9/9/15,0,7,7,2555,9/10/08,31.10556,-86.23117,Rayonier,dummy,Rayonier,
GOPH177,4322654,GOPH177001,61930,2.9_DC16,SolonDixon_CLAYPIT_16,16,SolonDixon,CLAYPIT,7/11/15,7/11/15,0,old,20,7300,7/16/95,31.14354,-86.65244,SolonDixon,dummy,SolonDixon,Copied lat/long from a clay pit on google maps
GOPH178,3875691,GOPH178001,55034,2.91_DC17,SolonDixon_CLAYPIT_17,17,SolonDixon,CLAYPIT,7/11/15,7/11/15,0,22,22,8030,7/16/93,31.14527,-86.65221,SolonDixon,dummy,SolonDixon,Copied lat/long from a clay pit on google maps
GOPH179,4245712,GOPH179001,59629,2.92_DC18 *,SolonDixon_CLAYPIT_18,18,SolonDixon,CLAYPIT,7/11/15,7/11/15,0,>22,22,8030,7/16/93,31.14527,-86.65221,SolonDixon,dummy,SolonDixon,Copied lat/long from a clay pit on google maps
GOPH180,5324001,GOPH180001,74438,2.93_DC322,SolonDixon__322,322,SolonDixon,NA,7/12/15,7/12/15,0,>24,24,8760,7/18/91,31.15723,-86.7067,SolonDixon,dummy,SolonDixon,
GOPH181,4750020,GOPH181001,63418,2.94_DC20,SolonDixon__,NA,SolonDixon,NA,NA,NA,NA,NA,NA,NA,NA,,,SolonDixon,dummy,SolonDixon,Only info that I have about this tort is from the blood samples. It's from Solon Dixon and was once known as DC20
GOPH182,4694209,GOPH182001,63928,"2.95_DC ""2""",SolonDixon__2,2,SolonDixon,NA,7/12/15,7/12/15,0,23,23,8395,7/17/92,31.16658,-86.70216,SolonDixon,dummy,SolonDixon,
GOPH183,4072112,GOPH183001,55776,2.96_DC21,SolonDixon__21,21,SolonDixon,NA,7/12/15,7/12/15,0,>30,30,10950,7/19/85,31.14354,-86.65244,SolonDixon,dummy,SolonDixon,
GOPH184,3913295,GOPH184001,53269,2.98_263,Conecuh_2_263,263,Conecuh,2,6/10/16,6/10/16,0,16,16,5840,6/14/00,31.10292,-86.52423,2,dummy,2,
GOPH185,4412220,GOPH185001,61963,2.99_277,Conecuh_4_277,277,Conecuh,4,6/30/16,6/30/16,0,2,2,730,7/1/14,31.03968,-86.68725,4,dummy,4,
GOPH186,4410811,GOPH186001,62803,2.1_255,Conecuh_4_255,255,Conecuh,4,7/7/16,6/30/99,17.02121834,old,17.02121834,6213,7/4/99,31.03943,-86.68414,4,dummy,4,
GOPH187,3597339,GOPH187001,49929,3.01_40,Conecuh_3_40,40,Conecuh,3,7/22/15,7/9/97,18.03422313,old,18.03422313,6582,7/14/97,31.038207,-86.642808,3,dummy,3,
GOPH188,4480297,GOPH188001,65773,3.02_287,Conecuh_4_287,287,Conecuh,4,7/8/16,7/8/16,0,19,19,6935,7/13/97,31.03807,-86.68393,4,dummy,4,
GOPH189,3726164,GOPH189001,52602,3.03_289,Conecuh_4_289,289,Conecuh,4,7/12/16,7/12/16,0,5,5,1825,7/14/11,31.03919,-86.68473,4,dummy,4,
GOPH190,3791433,GOPH190001,52863,3.04_243,Conecuh_3_243,243,Conecuh,3,7/18/15,7/18/15,0,5,5,1825,7/19/10,31.0394,-86.64227,3,dummy,3,
GOPH191,3298063,GOPH191001,43889,3.05_259,Conecuh_2_259,259,Conecuh,2,6/9/16,6/9/16,0,<1,1,365,6/10/15,31.10346,-86.52408,2,dummy,2,
GOPH192,3349653,GOPH192001,42651,3.06_265,Conecuh_2_265,265,Conecuh,2,6/12/16,6/12/16,0,7,7,2555,6/14/09,31.10306,-86.52555,2,dummy,2,
GOPH193,3638903,GOPH193001,46751,3.07_258,Conecuh_2_258,258,Conecuh,2,6/9/16,6/9/16,0,20,20,7300,6/14/96,31.10464,-86.52499,2,dummy,2,
GOPH194,3900553,GOPH194001,50967,3.08_261,Conecuh_1_267,267,Conecuh,1,6/14/16,6/14/16,0,5,5,1825,6/16/11,31.15964,-86.55422,1,dummy,1,
GOPH195,6368527,GOPH195001,80912,3.09_260,Conecuh_6_260,260,Conecuh,6,6/9/16,6/9/16,0,>24,24,8760,6/15/92,31.11956,-86.49301,6,dummy,6,
GOPH196,4683645,GOPH196001,70206,3.1_266,Conecuh_2_266,266,Conecuh,2,6/12/16,6/12/16,0,23,23,8395,6/18/93,31.10437,-86.5253,2,dummy,2,
GOPH197,4623518,GOPH197001,67018,3.11_290,Conecuh_4_290,290,Conecuh,4,7/12/16,7/12/16,0,4,4,1460,7/13/12,31.03987,-86.68465,4,dummy,4,
GOPH198,4557342,GOPH198001,65086,3.12_286,Conecuh_4_286,286,Conecuh,4,7/7/16,7/7/16,0,2,2,730,7/8/14,31.03786,-86.68771,4,dummy,4,
GOPH199,4368489,GOPH199001,61403,3.13_55,Conecuh_4_55,55,Conecuh,4,7/12/16,6/29/92,24.03559206,old,24.03559206,8773,7/5/92,31.04053316,-86.68561795,4,dummy,4,
GOPH200,5072929,GOPH200001,68962,3.14_283,Conecuh_4_283,283,Conecuh,4,7/7/16,7/7/16,0,<1,1,365,7/8/15,31.0387,-86.6851,4,dummy,4,
GOPH201,5232861,GOPH201001,72770,"3.15_""44""*",Conecuh_6_4,4,Conecuh,6,6/11/16,8/28/97,18.7871321,old,18.7871321,6857,9/2/97,31.11876,-86.494397,6,dummy,6,
GOPH202,4538323,GOPH202001,60537,3.16_262,Conecuh_2_262,262,Conecuh,2,6/10/16,6/10/16,0,18/19,18,6570,6/15/98,31.10319,-86.52493,2,dummy,2,
GOPH203,2681286,GOPH203001,26626,3.17_282,Conecuh_4_282,282,Conecuh,4,7/6/16,7/6/16,0,2,2,730,7/7/14,31.04029,-86.68408,4,dummy,4,
GOPH204,4451506,GOPH204001,60618,3.18_242,Conecuh_3_242,242,Conecuh,3,7/17/15,7/17/15,0,6,6,2190,7/18/09,31.0399,-86.6426,3,dummy,3,lat long copied from 252
GOPH205,2723995,GOPH205001,30543,3.19_20,Conecuh_4_20,20,Conecuh,4,3/30/20,5/2/01,18.91033539,34.5,34.5,12592,10/8/85,31.03802,-86.68684,4,dummy,4,
GOPH206,2562009,GOPH206001,25148,3.2_246,Conecuh_3_246,246,Conecuh,3,7/23/15,7/20/15,0.008213552,NA,0.008213552,3,7/20/15,,,3,dummy,3,lat long copied from 252
GOPH207,1928959,GOPH207001,13458,3.21_285,Conecuh_4_285,285,Conecuh,4,7/7/16,7/7/16,0,4,4,1460,7/8/12,31.03763,-86.68634,4,dummy,4,
GOPH208,4131459,GOPH208001,60939,3.22_252,Conecuh_3_252,252,Conecuh,3,7/24/15,7/24/15,0,16,16,5840,7/28/99,31.04067,-86.6432,3,dummy,3,
GOPH209,1713772,GOPH209001,10055,3.23_268,Conecuh_1_268,268,Conecuh,1,7/27/16,6/14/16,0.117727584,old,20,7300,8/1/96,31.15821,-86.55183,1,dummy,1,
GOPH210,3420565,GOPH210001,47547,3.24_23,SolonDixon__23,23,SolonDixon,NA,7/16/15,7/16/15,0,21,21,7665,7/21/94,,,SolonDixon,dummy,SolonDixon,
GOPH211,1906040,GOPH211001,12152,3.25_257,Conecuh_2_257,257,Conecuh,2,6/8/16,6/8/16,0,14,14,5110,6/12/02,31.10672,-86.52467,2,dummy,2,
GOPH212,2168980,GOPH212001,19049,3.26_269,Conecuh_6_269,269,Conecuh,6,6/14/16,6/14/16,0,8,8,2920,6/16/08,31.11915,-86.49396,6,dummy,6,
GOPH213,1651787,GOPH213001,9277,3.27_58,Conecuh_4_58,58,Conecuh,4,7/7/16,7/5/92,24.0054757,old,24.0054757,8762,7/11/92,31.03931,-86.68686,4,dummy,4,
GOPH214,1729901,GOPH214001,7509,3.29_21,Conecuh_2_26,26,Conecuh,2,6/11/16,8/2/91,24.85968515,NA,24.85968515,9074,8/8/91,31.10449,-86.52557,2,dummy,2,
GOPH215,1911501,GOPH215001,12393,3.3_R09,Rayonier__9,9,Rayonier,NA,5/14/15,5/14/15,0,10,10,3650,5/16/05,31.12567,-86.26062,Rayonier,dummy,Rayonier,
GOPH216,2083031,GOPH216001,15262,3.31_R10,Rayonier__10,10,Rayonier,NA,5/14/15,5/14/15,0,old,20,7300,5/19/95,31.1439,-86.23299,Rayonier,dummy,Rayonier,
GOPH217,1901489,GOPH217001,13973,3.32_R11,Rayonier__11,11,Rayonier,NA,5/14/15,5/14/15,0,10,10,3650,5/16/05,31.13972,-86.2077,Rayonier,dummy,Rayonier,
GOPH218,2271512,GOPH218001,22383,3.33_R07,Rayonier__7,7,Rayonier,NA,5/12/15,5/12/15,0,12,12,4380,5/15/03,31.14503,-86.23386,Rayonier,dummy,Rayonier,
GOPH219,2887947,GOPH219001,35662,3.34_R08,Rayonier__8,8,Rayonier,NA,5/13/15,5/13/15,0,>24,24,8760,5/19/91,31.13841,-86.21117,Rayonier,dummy,Rayonier,
GOPH220,3157684,GOPH220001,40663,3.36_42,Conecuh_6_142,142,Conecuh,6,6/13/16,9/14/93,22.74606434,old,22.74606434,8302,9/20/93,31.11812,-86.4948,6,dummy,6,
GOPH221,2218692,GOPH221001,21093,3.39_234,Conecuh_1_234,234,Conecuh,1,7/27/16,6/26/13,3.085557837,8,8,2920,7/29/08,31.15914344,-86.55588281,1,dummy,1,
GOPH222,2384341,GOPH222001,21972,3.4_237,Conecuh_1_237,237,Conecuh,1,7/28/16,6/28/13,3.082819986,10,10,3650,7/31/06,31.15841,-86.55264,1,dummy,1,
GOPH223,2848723,GOPH223001,35546,3.41_292,Conecuh_1_292,292,Conecuh,1,7/27/16,7/27/16,0,old,20,7300,8/1/96,31.15314,-86.55648,1,dummy,1,
GOPH224,3146288,GOPH224001,46396,3.46_284,Conecuh_4_284,284,Conecuh,4,7/7/16,7/7/16,0,4,4,1460,7/8/12,31.03732,-86.68649,4,dummy,4,
GOPH226,2290769,GOPH226001,23348,3.5_281,Conecuh_4_281,281,Conecuh,4,7/1/16,7/1/16,0,1,1,365,7/2/15,31.03762,-86.68745,4,dummy,4,
GOPH227,2264988,GOPH227001,22176,3.51_288,Conecuh_4_288,288,Conecuh,4,7/8/16,7/8/16,0,5,5,1825,7/10/11,31.03886,-86.6852,4,dummy,4,
GOPH228,2230601,GOPH228001,18914,3.52_278,Conecuh_4_278.2,278.2,Conecuh,4,6/30/16,6/30/16,0,<1,1,365,7/1/15,31.03819,-86.68626,4,dummy,4,
GOPH229,2185749,GOPH229001,17532,3.54_shiloh-3,Conecuh_6_Shiloh-3,Shiloh-3,Conecuh,6,7/26/20,NA,NA,21,21,7665,7/24/99,31.117,-86.489,6,dummy,6,
GOPH230,3099047,GOPH230001,36508,3.55_391,Conecuh_2_391,391,Conecuh,2,7/17/20,7/17/20,0,18,18,6570,7/22/02,31.10292,-86.52423,2,dummy,2,
GOPH231,2172903,GOPH231001,16452,3.56_376,Conecuh_4_376,376,Conecuh,4,7/11/20,7/11/20,0,24,24,8760,7/17/96,31.03417,-86.68928,4,dummy,4,
GOPH232,2014878,GOPH232001,15147,3.57_392,Conecuh_4_392,392,Conecuh,4,7/17/20,7/17/20,0,5,5,1825,7/19/15,31.03345,-86.68625,4,dummy,4,
GOPH233,2236390,GOPH233001,14232,3.58_97,Conecuh_1_97,97,Conecuh,1,6/18/20,9/5/92,27.78370979,old/very old,20,7300,6/23/00,31.158848,-86.554549,1,dummy,1,
GOPH234,2471620,GOPH234001,23676,3.59_378,Conecuh_4_378,378,Conecuh,4,7/11/20,7/11/20,0,>19,19,6935,7/16/01,31.03388,-86.69073,4,dummy,4,
GOPH235,2330174,GOPH235001,22230,3.6_362,Conecuh_1_362,362,Conecuh,1,6/8/20,6/8/20,0,<1,1,365,6/9/19,31.15897,-86.55631,1,dummy,1,
GOPH236,2564866,GOPH236001,25901,3.61_shiloh-2,Conecuh_6_Shiloh-2,Shiloh-2,Conecuh,6,7/17/20,NA,NA,very old,20,7300,7/17/00,31.1167,-86.4889,6,dummy,6,
GOPH237,2135705,GOPH237001,15231,3.62_shiloh-1,Conecuh_6_Shiloh-1,Shiloh-1,Conecuh,6,7/23/20,NA,NA,5,NA,NA,7/23/15,31.1186645,-86.4863249,6,dummy,6,
GOPH238,2660395,GOPH238001,19358,3.63_347,Conecuh_2_347,347,Conecuh,2,7/18/20,8/27/18,1.891854894,old,20,7300,7/23/00,31.10368,-86.52444,2,dummy,2,
GOPH239,2356459,GOPH239001,17024,3.64_386,Conecuh_4_386,386,Conecuh,4,7/14/20,7/14/20,0,12,12,4380,7/17/08,31.03454,-86.68812,4,dummy,4,
GOPH240,1833623,GOPH240001,7640,3.65_68,Conecuh_1_68,68,Conecuh,1,6/13/20,7/2/91,28.95003422,old,28.95003422,10567,7/9/91,31.16014,-86.55532,1,dummy,1,
GOPH241,2444534,GOPH241001,25668,3.66_16*,Conecuh_1_16,16,Conecuh,1,6/5/20,6/5/91,29.002,very old,NA,10593,6/5/91,31.158554,-86.55437,1,dummy,1,
GOPH242,2761548,GOPH242001,29044,3.67_377,Conecuh_4_377,377,Conecuh,4,6/11/20,6/11/20,0,>31,31,11315,6/19/89,31.03401,-86.69049,4,dummy,4,
GOPH243,2565477,GOPH243001,24993,3.68_230,Conecuh_1_,NA,Conecuh,1,NA,NA,NA,NA,NA,NA,NA,31.1598,-86.5559,1,dummy,1,Again this is from the blood sheetbut it's unclear which tortoise this matches to on the data sheet.
GOPH244,2366782,GOPH244001,21160,3.69_385,Conecuh_4_385,385,Conecuh,4,7/14/20,7/14/20,0,old,20,7300,7/19/00,31.03487,-86.68814,4,dummy,4,
GOPH245,2190690,GOPH245001,18203,3.7_294,Conecuh_1_294,294,Conecuh,1,6/14/20,7/28/16,3.879534565,old,20,7300,6/19/00,31.15899506,-86.55590924,1,dummy,1,
GOPH246,2908060,GOPH246001,31726,3.71_379,Conecuh_4_379,379,Conecuh,4,7/11/20,7/11/20,0,4,4,1460,7/12/16,31.03328,-86.68764,4,dummy,4,
GOPH247,2816611,GOPH247001,30663,3.72_291,Conecuh_1_295,295,Conecuh,1,6/13/20,7/29/16,3.874058864,>16,16,5840,6/17/04,31.16021299,-86.55488197,1,dummy,1,
GOPH248,2204248,GOPH248001,20651,3.73_322,Conecuh_6_322,322,Conecuh,6,7/21/20,8/14/18,1.935660507,old,20,7300,7/26/00,31.11914,-86.49432,6,dummy,6,
GOPH249,2292221,GOPH249001,14552,3.74_371,Conecuh_1_371,371,Conecuh,1,6/16/20,6/16/20,0,>21,21,7665,6/22/99,31.1591,-86.55753,1,dummy,1,
GOPH251,2381885,GOPH251001,19339,3.76_380,Conecuh_4_380,380,Conecuh,4,7/12/20,7/12/20,0,7,7,2555,7/14/13,31.03429,-86.68704,4,dummy,4,
GOPH252,2042053,GOPH252001,12206,3.77_374,Conecuh_1_374,374,Conecuh,1,6/19/20,6/19/20,0,old,20,7300,6/24/00,31.15392,-86.55665,1,dummy,1,
GOPH253,2378529,GOPH253001,23447,3.78_384,Conecuh_4_384,384,Conecuh,4,7/18/20,10/4/01,18.7871321,old,18.7871321,6857,10/9/01,31.0361,-86.686,4,dummy,4,
GOPH254,2391412,GOPH254001,20193,3.79_367,Conecuh_1_367,367,Conecuh,1,6/11/20,6/11/20,0,>24,24,8760,6/17/96,31.15899506,-86.55590924,1,dummy,1,
GOPH255,2629702,GOPH255001,22685,3.8_390,Conecuh_4_390,390,Conecuh,4,7/17/20,7/17/20,0,3.5,3.5,1278,1/16/17,31.03368,-86.68764,4,dummy,4,
GOPH256,2263281,GOPH256001,17132,4.01_357,Conecuh_5_357,357,Conecuh,5,6/5/20,8/25/19,1,old,20,7300,6/12/00,31.09128,-86.67264,5,dummy,5,
GOPH257,2101577,GOPH257001,16719,4.02_2,Conecuh_1_22,22,Conecuh,1,6/12/20,7/23/96,23.88774812,old,23.88774812,8719,7/29/96,31.15821,-86.55183,1,dummy,1,
GOPH258,2415210,GOPH258001,27900,4.03_225,Conecuh_1_225,225,Conecuh,1,6/5/20,6/12/13,6.981519507,old,20,7300,6/10/00,31.15854,-86.553513,1,dummy,1,
GOPH259,2062105,GOPH259001,17962,4.04_387,Conecuh_4_387,387,Conecuh,4,7/16/20,7/16/20,0,old,20,7300,7/21/00,31.03431,-86.68787,4,dummy,4,
GOPH260,2244977,GOPH260001,20020,4.05_373,Conecuh_1_373,373,Conecuh,1,6/17/20,6/17/20,0,1,1,365,6/18/19,31.15905,-86.55454,1,dummy,1,
GOPH261,2160067,GOPH261001,19816,4.06_200,Conecuh_4_208,208,Conecuh,4,7/12/20,7/30/97,22.95140315,old,22.95140315,8377,8/5/97,31.03789,-86.68633,4,dummy,4,
GOPH262,2207916,GOPH262001,18185,4.08_369,Conecuh_1_369,369,Conecuh,1,6/13/20,6/13/20,0,>15,15,5475,6/17/05,31.1580546,-86.55248135,1,dummy,1,
GOPH263,2425868,GOPH263001,25073,4.09_264,Conecuh_6_264,264,Conecuh,6,7/19/20,6/10/16,4.106776181,old,20,7300,7/24/00,31.11914,-86.49432,6,dummy,6,
GOPH264,1927049,GOPH264001,13535,4.1_359,Conecuh_5_359,359,Conecuh,5,6/3/20,6/3/20,0,0.5,0.5,182,12/4/19,31.08979,-86.67435,5,dummy,5,
GOPH265,2290585,GOPH265001,16071,4.11_389,Conecuh_4_389,389,Conecuh,4,7/16/20,7/16/20,0,old,20,7300,7/21/00,31.03322,-86.68776,4,dummy,4,
GOPH266,2751048,GOPH266001,29012,4.12_365,Conecuh_5_365,365,Conecuh,5,6/9/20,6/9/20,0,22,22,8030,6/15/98,31.0915,-86.6722,5,dummy,5,
GOPH267,2561717,GOPH267001,20899,4.13_CR24-2,Conecuh_County Road 24_24.2,24.2,Conecuh,County Road 24,7/23/20,7/23/20,0,>17,17,6205,7/28/03,31.1067,-86.507,County Road 24,dummy,Conecuh Unknown,
GOPH268,2275271,GOPH268001,14486,4.14_5-?,Conecuh_5_101,101,Conecuh,5,6/18/20,8/28/92,27.80561259,old,27.80561259,10149,9/4/92,31.087723,-86.674339,5,dummy,5,
GOPH269,2664439,GOPH269001,27784,4.15_383,Conecuh_4_383,383,Conecuh,4,7/12/20,7/12/20,0,<1,1,365,7/13/19,31.03538,-86.68887,4,dummy,4,
GOPH270,2614586,GOPH270001,21172,4.16_314,Conecuh_2_314,314,Conecuh,2,7/28/20,8/10/18,1.965776865,20,20,7300,8/2/00,31.10397,-86.52454,2,dummy,2,
GOPH271,2726915,GOPH271001,17294,4.17_137,Conecuh_1_137,137,Conecuh,1,6/16/20,8/21/93,26.81998631,very old,20,7300,6/21/00,31.158984,-86.556176,1,dummy,1,
GOPH272,1884374,GOPH272001,10692,4.18_363,Conecuh_5_363,363,Conecuh,5,6/9/20,6/9/20,0,old,20,7300,6/14/00,31.08955,-86.67341,5,dummy,5,
GOPH273,1633797,GOPH273001,5596,4.19_356,Conecuh_5_356,356,Conecuh,5,6/4/20,8/24/19,0.780287474,old/very old,20,7300,6/9/00,31.09027,-86.6721,5,dummy,5,
GOPH274,2035402,GOPH274001,11259,4.2_358,Conecuh_5_358,358,Conecuh,5,6/10/20,8/29/19,0.783025325,14,14,5110,6/14/06,31.09007,-86.6718,5,dummy,5,
GOPH275,2227007,GOPH275001,13971,4.21_69,Conecuh_6_79,79,Conecuh,6,7/22/20,7/26/92,27.9890486,very old,20,7300,7/27/00,31.119338,-86.496756,6,dummy,6,
GOPH276,1852070,GOPH276001,7414,4.22_FS-305,Conecuh_FS 305_305.1,305.1,Conecuh,FS 305,6/14/20,5/28/03,17.04,16,17.04,6227,5/28/03,31.11375,-86.6245,FS 305,dummy,Conecuh Unknown,
GOPH277,1685012,GOPH277001,7230,4.23_5,Conecuh_1_5,5,Conecuh,1,6/8/20,6/23/91,28.96098563,old,28.96098563,10571,6/30/91,31.159602,-86.554747,1,dummy,1,
GOPH278,2160247,GOPH278001,9017,4.24_382,Conecuh_4_382,382,Conecuh,4,7/18/20,7/12/20,0.016427105,old,20,7300,7/23/00,31.03352,-86.68758,4,dummy,4,
GOPH279,1788192,GOPH279001,8760,4.25_295,Conecuh_1_295,295,Conecuh,1,6/13/20,7/29/16,3.874058864,>16,16,5840,6/17/04,31.16021299,-86.55488197,1,dummy,1,
GOPH280,1642184,GOPH280001,5970,4.26_364,Conecuh_5_364,364,Conecuh,5,6/9/20,6/9/20,0,old,20,7300,6/14/00,31.08991,-86.67129,5,dummy,5,
GOPH281,1772668,GOPH281001,10288,4.27_375,Conecuh_1_375,375,Conecuh,1,6/19/20,6/19/20,0,11,11,4015,6/22/09,31.15901,-86.55783,1,dummy,1,
GOPH282,1910316,GOPH282001,12215,4.28_CR24-3,Conecuh_County Road 24_24.3,24.3,Conecuh,County Road 24,7/29/20,7/29/20,0,old,20,7300,8/3/00,31.1017,-86.5002,County Road 24,dummy,Conecuh Unknown,
GOPH283,1813905,GOPH283001,10700,4.29_232,Conecuh_1_232,232,Conecuh,1,6/5/20,6/17/13,6.967830253,old,20,7300,6/10/00,31.15903,-86.55374,1,dummy,1,
GOPH284,1584100,GOPH284001,5897,4.3_324,Conecuh_6_324,324,Conecuh,6,7/29/20,8/15/18,1.954825462,old,20,7300,8/3/00,31.11847,-86.49332,6,dummy,6,
GOPH285,2186841,GOPH285001,24136,4.31_FS305.1,Conecuh_FS 305_305.2,305.2,Conecuh,FS 305,6/18/20,NA,NA,1.5,1.5,547.5,1/1/19,31.11722,-86.6053,FS 305,dummy,Conecuh Unknown,
GOPH286,1833786,GOPH286001,9839,4.32_381,Conecuh_4_381,381,Conecuh,4,7/12/20,7/12/20,0,11,11,4015,7/15/09,31.03368,-86.68709,4,dummy,4,
GOPH287,1768749,GOPH287001,10233,4.33_360,Conecuh_1_360,360,Conecuh,1,6/6/20,6/6/20,0,4,4,1460,6/7/16,31.15843,-86.55418,1,dummy,1,
GOPH288,1433298,GOPH288001,4999,4.34_366,Conecuh_5_366,366,Conecuh,5,6/10/20,6/10/20,0,old/very old,20,7300,6/15/00,31.09097,-86.67173,5,dummy,5,
